Bingo
# 1
ID	时间	记录类型	葡萄糖历史记录（mmol/L）
72158	2021/12/29 18:13	0	6.5
72159	2021/12/29 18:28	0	8.2
72160	2021/12/29 18:43	0	8.6
72161	2021/12/29 18:58	0	7.7
72162	2021/12/29 19:13	0	6.8
72163	2021/12/29 19:28	0	6.5
72164	2021/12/29 19:43	0	6.7
72165	2021/12/29 19:58	0	7.2
72166	2021/12/29 20:13	0	7.4
72167	2021/12/29 20:28	0	7.2
72168	2021/12/29 20:43	0	7.0
72169	2021/12/29 20:58	0	7.4
72170	2021/12/29 21:13	0	7.8
72171	2021/12/29 21:28	0	7.6
72172	2021/12/29 21:43	0	7.3
72173	2021/12/29 21:58	0	7.7
72174	2021/12/29 22:13	0	8.3
72175	2021/12/29 22:28	0	8.1
72176	2021/12/29 22:43	0	7.1
72177	2021/12/29 22:58	0	6.6
72178	2021/12/29 23:13	0	6.2
72179	2021/12/29 23:28	0	5.9
72180	2021/12/29 23:43	0	5.6
72181	2021/12/29 23:58	0	5.3
72182	2021/12/30 00:13	0	5.1
72183	2021/12/30 00:28	0	5.1
72184	2021/12/30 00:43	0	5.1
72185	2021/12/30 00:58	0	5.2
72186	2021/12/30 01:13	0	5.2
72187	2021/12/30 01:28	0	5.1
72188	2021/12/30 01:43	0	5.1
72189	2021/12/30 01:58	0	5.1
72190	2021/12/30 02:13	0	5.0
72191	2021/12/30 02:28	0	5.1
72192	2021/12/30 02:43	0	5.2
72193	2021/12/30 02:58	0	5.2
72194	2021/12/30 03:13	0	5.0
72195	2021/12/30 03:28	0	4.9
72196	2021/12/30 03:43	0	5.0
72197	2021/12/30 03:58	0	5.1
72198	2021/12/30 04:13	0	4.9
72199	2021/12/30 04:28	0	4.9
72200	2021/12/30 04:43	0	4.8
72201	2021/12/30 04:58	0	4.9
72202	2021/12/30 05:13	0	5.1
72203	2021/12/30 05:28	0	5.1
72204	2021/12/30 05:43	0	5.0
72205	2021/12/30 05:58	0	4.9
72206	2021/12/30 06:13	0	4.9
72207	2021/12/30 06:28	0	4.9
72208	2021/12/30 06:43	0	5.1
72209	2021/12/30 06:58	0	5.3
72210	2021/12/30 07:13	0	5.3
72211	2021/12/30 07:28	0	5.2
72212	2021/12/30 07:43	0	5.2
72213	2021/12/30 07:58	0	5.0
72214	2021/12/30 08:13	0	5.1
72215	2021/12/30 08:28	0	5.2
72216	2021/12/30 08:43	0	5.2
72217	2021/12/30 08:58	0	5.2
72218	2021/12/30 09:13	0	5.3
72219	2021/12/30 09:28	0	5.3
72220	2021/12/30 09:43	0	5.2
72221	2021/12/30 09:58	0	5.1
72222	2021/12/30 10:13	0	5.2
72223	2021/12/30 10:28	0	5.3
72224	2021/12/30 10:43	0	5.3
72225	2021/12/30 10:58	0	5.4
72226	2021/12/30 11:13	0	5.6
72227	2021/12/30 11:28	0	5.5
72228	2021/12/30 11:43	0	5.4
72229	2021/12/30 11:58	0	5.3
72230	2021/12/30 12:13	0	5.8
72231	2021/12/30 12:28	0	7.2
72232	2021/12/30 12:43	0	8.3
72233	2021/12/30 12:58	0	8.4
72234	2021/12/30 13:13	0	8.0
72235	2021/12/30 13:28	0	7.5
72236	2021/12/30 13:43	0	7.2
72237	2021/12/30 13:58	0	7.3
72238	2021/12/30 14:13	0	7.4
72239	2021/12/30 14:28	0	7.3
72240	2021/12/30 14:43	0	7.2
72241	2021/12/30 14:58	0	6.9
72242	2021/12/30 15:13	0	6.6
72243	2021/12/30 15:28	0	6.9
72244	2021/12/30 15:43	0	6.7
72245	2021/12/30 15:58	0	5.4
72246	2021/12/30 16:13	0	5.0
72247	2021/12/30 16:28	0	5.2
72248	2021/12/30 16:43	0	5.4
72249	2021/12/30 16:58	0	5.6
72250	2021/12/30 17:13	0	5.5
72251	2021/12/30 17:28	0	5.1
72252	2021/12/30 17:43	0	4.7
72253	2021/12/30 17:58	0	5.1
72254	2021/12/30 18:13	0	6.7
72255	2021/12/30 18:28	0	7.9
72256	2021/12/30 18:43	0	7.3
72257	2021/12/30 18:58	0	6.7
72258	2021/12/30 19:13	0	6.6
72259	2021/12/30 19:28	0	6.8
72260	2021/12/30 19:43	0	7.1
72261	2021/12/30 19:58	0	7.3
72262	2021/12/30 20:13	0	7.8
72263	2021/12/30 20:28	0	7.8
72264	2021/12/30 20:43	0	7.4
72265	2021/12/30 20:58	0	6.7
72266	2021/12/30 21:13	0	6.1
72267	2021/12/30 21:28	0	5.9
72268	2021/12/30 21:43	0	6.5
72269	2021/12/30 21:58	0	6.8
72270	2021/12/30 22:13	0	6.3
72271	2021/12/30 22:28	0	5.8
72272	2021/12/30 22:43	0	5.8
72273	2021/12/30 22:58	0	6.3
72274	2021/12/30 23:13	0	6.7
72275	2021/12/30 23:28	0	6.1
72276	2021/12/30 23:43	0	5.3
72277	2021/12/30 23:58	0	5.4
72278	2021/12/31 00:13	0	5.8
72279	2021/12/31 00:28	0	5.8
72280	2021/12/31 00:43	0	5.4
72281	2021/12/31 00:58	0	5.1
72282	2021/12/31 01:13	0	5.2
72283	2021/12/31 01:28	0	5.4
72284	2021/12/31 01:43	0	5.3
72285	2021/12/31 01:58	0	5.1
72286	2021/12/31 02:13	0	5.1
72287	2021/12/31 02:28	0	5.1
72288	2021/12/31 02:43	0	5.0
72289	2021/12/31 02:58	0	5.0
72290	2021/12/31 03:13	0	5.1
72291	2021/12/31 03:28	0	5.0
72292	2021/12/31 03:43	0	5.0
72293	2021/12/31 03:58	0	5.1
72294	2021/12/31 04:13	0	5.0
72295	2021/12/31 04:28	0	4.9
72296	2021/12/31 04:43	0	4.9
72297	2021/12/31 04:58	0	4.9
72298	2021/12/31 05:13	0	5.3
72299	2021/12/31 05:28	0	5.6
72300	2021/12/31 05:43	0	5.2
72301	2021/12/31 05:58	0	4.9
72302	2021/12/31 06:13	0	4.8
72303	2021/12/31 06:28	0	5.5
72304	2021/12/31 06:43	0	7.1
72305	2021/12/31 06:58	0	8.2
72306	2021/12/31 07:13	0	7.8
72307	2021/12/31 07:28	0	6.6
72308	2021/12/31 07:43	0	5.5
72309	2021/12/31 07:58	0	4.7
72310	2021/12/31 08:13	0	4.3
72311	2021/12/31 08:28	0	4.4
72312	2021/12/31 08:43	0	4.7
72313	2021/12/31 08:58	0	4.9
72314	2021/12/31 09:13	0	5.1
72315	2021/12/31 09:28	0	5.1
72316	2021/12/31 09:43	0	5.1
72317	2021/12/31 09:58	0	5.1
72318	2021/12/31 10:13	0	5.2
72319	2021/12/31 10:28	0	5.2
72320	2021/12/31 10:43	0	5.2
72321	2021/12/31 10:58	0	5.2
72322	2021/12/31 11:13	0	5.2
72323	2021/12/31 11:28	0	5.2
72324	2021/12/31 11:43	0	5.3
72325	2021/12/31 11:58	0	5.3
72326	2021/12/31 12:13	0	6.5
72327	2021/12/31 12:28	0	8.7
72328	2021/12/31 12:43	0	9.9
72329	2021/12/31 12:58	0	9.4
72330	2021/12/31 13:13	0	8.4
72331	2021/12/31 13:28	0	7.9
72332	2021/12/31 13:43	0	7.5
72333	2021/12/31 13:58	0	7.1
72334	2021/12/31 14:13	0	6.8
72335	2021/12/31 14:28	0	6.3
72336	2021/12/31 14:43	0	5.7
72337	2021/12/31 14:58	0	5.4
72338	2021/12/31 15:13	0	5.1
72339	2021/12/31 15:28	0	5.4
72340	2021/12/31 15:43	0	6.2
72341	2021/12/31 15:58	0	6.1
72342	2021/12/31 16:13	0	5.3
72343	2021/12/31 16:28	0	4.7
72344	2021/12/31 16:43	0	4.8
72345	2021/12/31 16:58	0	4.8
72346	2021/12/31 17:13	0	5.0
72347	2021/12/31 17:28	0	5.1
72348	2021/12/31 17:43	0	5.0
72349	2021/12/31 17:58	0	5.2
72350	2021/12/31 18:13	0	6.4
72351	2021/12/31 18:28	0	8.7
72352	2021/12/31 18:43	0	10.3
72353	2021/12/31 18:58	0	10.7
72354	2021/12/31 19:13	0	10.7
72355	2021/12/31 19:28	0	10.6
72356	2021/12/31 19:43	0	9.6
72357	2021/12/31 19:58	0	8.7
72358	2021/12/31 20:13	0	8.6
72359	2021/12/31 20:28	0	8.4
72360	2021/12/31 20:43	0	8.0
72361	2021/12/31 20:58	0	7.3
72362	2021/12/31 21:13	0	6.6
72363	2021/12/31 21:28	0	6.2
72364	2021/12/31 21:43	0	5.8
72365	2021/12/31 21:58	0	5.2
72366	2021/12/31 22:13	0	4.8
72367	2021/12/31 22:28	0	4.5
72368	2021/12/31 22:43	0	4.4
72369	2021/12/31 22:58	0	4.7
72370	2021/12/31 23:13	0	4.8
72371	2021/12/31 23:28	0	4.9
72372	2021/12/31 23:43	0	4.9
72373	2021/12/31 23:58	0	4.8
72374	2022/01/01 00:13	0	4.7
72375	2022/01/01 00:28	0	4.6
72376	2022/01/01 00:43	0	4.6
72377	2022/01/01 00:58	0	4.6
72378	2022/01/01 01:13	0	4.7
72379	2022/01/01 01:28	0	4.8
72380	2022/01/01 01:43	0	4.8
72381	2022/01/01 01:58	0	4.8
72382	2022/01/01 02:13	0	4.8
72383	2022/01/01 02:28	0	4.8
72384	2022/01/01 02:43	0	4.9
72385	2022/01/01 02:58	0	4.8
72386	2022/01/01 03:13	0	4.8
72387	2022/01/01 03:28	0	4.8
72388	2022/01/01 03:43	0	4.8
72389	2022/01/01 03:58	0	4.7
72390	2022/01/01 04:13	0	4.7
72391	2022/01/01 04:28	0	4.7
72392	2022/01/01 04:43	0	4.8
72393	2022/01/01 04:58	0	4.8
72394	2022/01/01 05:13	0	4.7
72395	2022/01/01 05:28	0	4.7
72396	2022/01/01 05:43	0	4.7
72397	2022/01/01 05:58	0	4.7
72398	2022/01/01 06:13	0	4.7
72399	2022/01/01 06:28	0	4.9
72400	2022/01/01 06:43	0	5.2
72401	2022/01/01 06:58	0	5.2
72402	2022/01/01 07:13	0	4.9
72403	2022/01/01 07:28	0	5.2
72404	2022/01/01 07:43	0	5.9
72405	2022/01/01 07:58	0	6.8
72406	2022/01/01 08:13	0	6.4
72407	2022/01/01 08:28	0	5.2
72408	2022/01/01 08:43	0	4.5
72409	2022/01/01 08:58	0	4.7
72410	2022/01/01 09:13	0	4.9
72411	2022/01/01 09:28	0	4.9
72412	2022/01/01 09:43	0	5.0
72413	2022/01/01 09:58	0	5.0
72414	2022/01/01 10:13	0	5.1
72415	2022/01/01 10:28	0	5.1
72416	2022/01/01 10:43	0	5.0
72417	2022/01/01 10:58	0	5.1
72418	2022/01/01 11:13	0	5.1
72419	2022/01/01 11:28	0	5.1
72420	2022/01/01 11:43	0	5.1
72421	2022/01/01 11:58	0	6.0
72422	2022/01/01 12:13	0	8.0
72423	2022/01/01 12:28	0	9.5
72424	2022/01/01 12:43	0	9.9
72425	2022/01/01 12:58	0	10.3
72426	2022/01/01 13:13	0	10.3
72427	2022/01/01 13:28	0	10.0
72428	2022/01/01 13:43	0	9.2
72429	2022/01/01 13:58	0	8.0
72430	2022/01/01 14:13	0	7.1
72431	2022/01/01 14:28	0	6.3
72432	2022/01/01 14:43	0	5.5
72433	2022/01/01 14:58	0	4.8
72434	2022/01/01 15:13	0	4.7
72435	2022/01/01 15:28	0	5.0
72436	2022/01/01 15:43	0	5.0
72437	2022/01/01 15:58	0	4.9
72438	2022/01/01 16:13	0	4.9
72439	2022/01/01 16:28	0	5.0
72440	2022/01/01 16:43	0	5.0
72441	2022/01/01 16:58	0	5.1
72442	2022/01/01 17:13	0	5.2
72443	2022/01/01 17:28	0	5.2
72444	2022/01/01 17:43	0	5.1
72445	2022/01/01 17:58	0	5.4
72446	2022/01/01 18:13	0	6.9
72447	2022/01/01 18:28	0	8.5
72448	2022/01/01 18:43	0	8.3
72449	2022/01/01 18:58	0	7.4
72450	2022/01/01 19:13	0	7.2
72451	2022/01/01 19:28	0	7.6
72452	2022/01/01 19:43	0	7.7
72453	2022/01/01 19:58	0	7.4
72454	2022/01/01 20:13	0	7.0
72455	2022/01/01 20:28	0	6.7
72456	2022/01/01 20:43	0	6.7
72457	2022/01/01 20:58	0	6.8
72458	2022/01/01 21:13	0	6.4
72459	2022/01/01 21:28	0	5.6
72460	2022/01/01 21:43	0	5.4
72461	2022/01/01 21:58	0	5.6
72462	2022/01/01 22:13	0	5.8
72463	2022/01/01 22:28	0	5.7
72464	2022/01/01 22:43	0	5.4
72465	2022/01/01 22:58	0	5.2
72466	2022/01/01 23:13	0	4.9
72467	2022/01/01 23:28	0	4.9
72468	2022/01/01 23:43	0	4.9
72469	2022/01/01 23:58	0	4.7
72470	2022/01/02 00:13	0	4.9
72471	2022/01/02 00:28	0	5.1
72472	2022/01/02 00:43	0	4.9
72473	2022/01/02 00:58	0	4.9
72474	2022/01/02 01:13	0	5.0
72475	2022/01/02 01:28	0	5.0
72476	2022/01/02 01:43	0	5.0
72477	2022/01/02 01:58	0	5.1
72478	2022/01/02 02:13	0	4.9
72479	2022/01/02 02:28	0	4.7
72480	2022/01/02 02:43	0	4.7
72481	2022/01/02 02:58	0	4.8
72482	2022/01/02 03:13	0	4.8
72483	2022/01/02 03:28	0	4.9
72484	2022/01/02 03:43	0	5.0
72485	2022/01/02 03:58	0	5.1
72486	2022/01/02 04:13	0	4.9
72487	2022/01/02 04:28	0	4.8
72488	2022/01/02 04:43	0	4.6
72489	2022/01/02 04:58	0	4.6
72490	2022/01/02 05:13	0	4.8
72491	2022/01/02 05:28	0	5.6
72492	2022/01/02 05:43	0	5.4
72493	2022/01/02 05:58	0	4.9
72494	2022/01/02 06:13	0	4.9
72495	2022/01/02 06:28	0	5.0
72496	2022/01/02 06:43	0	5.1
72497	2022/01/02 06:58	0	5.1
72498	2022/01/02 07:13	0	4.9
72499	2022/01/02 07:28	0	4.9
72500	2022/01/02 07:43	0	5.2
72501	2022/01/02 07:58	0	6.4
72502	2022/01/02 08:13	0	8.0
72503	2022/01/02 08:28	0	8.3
72504	2022/01/02 08:43	0	7.4
72505	2022/01/02 08:58	0	6.8
72506	2022/01/02 09:13	0	6.7
72507	2022/01/02 09:28	0	6.6
72508	2022/01/02 09:43	0	6.1
72509	2022/01/02 09:58	0	5.2
72510	2022/01/02 10:13	0	4.3
72511	2022/01/02 10:28	0	4.3
72512	2022/01/02 10:43	0	4.7
72513	2022/01/02 10:58	0	4.8
72514	2022/01/02 11:13	0	5.0
72515	2022/01/02 11:28	0	5.3
72516	2022/01/02 11:43	0	5.4
72517	2022/01/02 11:58	0	6.1
72518	2022/01/02 12:13	0	7.2
72519	2022/01/02 12:28	0	7.7
72520	2022/01/02 12:43	0	8.1
72521	2022/01/02 12:58	0	8.9
72522	2022/01/02 13:13	0	9.3
72523	2022/01/02 13:28	0	9.4
72524	2022/01/02 13:43	0	9.3
72525	2022/01/02 13:58	0	8.8
72526	2022/01/02 14:13	0	8.3
72527	2022/01/02 14:28	0	7.7
72528	2022/01/02 14:43	0	7.2
72529	2022/01/02 14:58	0	7.5
72530	2022/01/02 15:13	0	8.3
72531	2022/01/02 15:28	0	8.3
72532	2022/01/02 15:43	0	7.4
72533	2022/01/02 15:58	0	6.8
72534	2022/01/02 16:13	0	6.7
72535	2022/01/02 16:28	0	6.6
72536	2022/01/02 16:43	0	6.6
72537	2022/01/02 16:58	0	6.4
72538	2022/01/02 17:13	0	5.9
72539	2022/01/02 17:28	0	5.9
72540	2022/01/02 17:43	0	5.8
72541	2022/01/02 17:58	0	5.3
72542	2022/01/02 18:13	0	5.4
72543	2022/01/02 18:28	0	6.2
72544	2022/01/02 18:43	0	7.3
72545	2022/01/02 18:58	0	8.2
72546	2022/01/02 19:13	0	7.9
72547	2022/01/02 19:28	0	7.4
72548	2022/01/02 19:43	0	7.2
72549	2022/01/02 19:58	0	7.1
72550	2022/01/02 20:13	0	7.4
72551	2022/01/02 20:28	0	7.8
72552	2022/01/02 20:43	0	7.6
72553	2022/01/02 20:58	0	6.9
72554	2022/01/02 21:13	0	6.4
72555	2022/01/02 21:28	0	7.0
72556	2022/01/02 21:43	0	7.4
72557	2022/01/02 21:58	0	7.1
72558	2022/01/02 22:13	0	6.4
72559	2022/01/02 22:28	0	5.7
72560	2022/01/02 22:43	0	5.2
72561	2022/01/02 22:58	0	5.2
72562	2022/01/02 23:13	0	5.6
72563	2022/01/02 23:28	0	5.4
72564	2022/01/02 23:43	0	5.2
72565	2022/01/02 23:58	0	5.2
72566	2022/01/03 00:13	0	5.2
72567	2022/01/03 00:28	0	5.2
72568	2022/01/03 00:43	0	5.2
72569	2022/01/03 00:58	0	5.2
72570	2022/01/03 01:13	0	5.2
72571	2022/01/03 01:28	0	5.1
72572	2022/01/03 01:43	0	5.1
72573	2022/01/03 01:58	0	4.9
72574	2022/01/03 02:13	0	4.9
72575	2022/01/03 02:28	0	4.9
72576	2022/01/03 02:43	0	4.8
72577	2022/01/03 02:58	0	4.9
72578	2022/01/03 03:13	0	4.9
72579	2022/01/03 03:28	0	4.8
72580	2022/01/03 03:43	0	4.7
72581	2022/01/03 03:58	0	4.7
72582	2022/01/03 04:13	0	4.4
72583	2022/01/03 04:28	0	4.3
72584	2022/01/03 04:43	0	4.6
72585	2022/01/03 04:58	0	5.1
72586	2022/01/03 05:13	0	5.3
72587	2022/01/03 05:28	0	5.2
72588	2022/01/03 05:43	0	5.1
72589	2022/01/03 05:58	0	4.9
72590	2022/01/03 06:13	0	4.8
72591	2022/01/03 06:28	0	4.8
72592	2022/01/03 06:43	0	4.7
72593	2022/01/03 06:58	0	5.1
72594	2022/01/03 07:13	0	5.1
72595	2022/01/03 07:28	0	4.8
72596	2022/01/03 07:43	0	4.8
72597	2022/01/03 07:58	0	4.8
72598	2022/01/03 08:13	0	4.8
72599	2022/01/03 08:28	0	4.9
72600	2022/01/03 08:43	0	4.9
72601	2022/01/03 08:58	0	5.4
72602	2022/01/03 09:13	0	6.1
72603	2022/01/03 09:28	0	6.4
72604	2022/01/03 09:43	0	6.7
72605	2022/01/03 09:58	0	6.1
72606	2022/01/03 10:13	0	5.3
72607	2022/01/03 10:28	0	5.8
72608	2022/01/03 10:43	0	6.5
72609	2022/01/03 10:58	0	5.9
72610	2022/01/03 11:13	0	4.9
72611	2022/01/03 11:28	0	4.9
72612	2022/01/03 11:43	0	5.0
72613	2022/01/03 11:58	0	5.0
72614	2022/01/03 12:13	0	5.9
72615	2022/01/03 12:28	0	7.7
72616	2022/01/03 12:43	0	8.3
72617	2022/01/03 12:58	0	7.4
72618	2022/01/03 13:13	0	7.0
72619	2022/01/03 13:28	0	7.1
72620	2022/01/03 13:43	0	6.7
72621	2022/01/03 13:58	0	6.2
72622	2022/01/03 14:13	0	6.4
72623	2022/01/03 14:28	0	6.3
72624	2022/01/03 14:43	0	5.9
72625	2022/01/03 14:58	0	6.2
72626	2022/01/03 15:13	0	6.1
72627	2022/01/03 15:28	0	5.4
72628	2022/01/03 15:43	0	5.3
72629	2022/01/03 15:58	0	5.3
72630	2022/01/03 16:13	0	5.2
72631	2022/01/03 16:28	0	5.2
72632	2022/01/03 16:43	0	5.2
72633	2022/01/03 16:58	0	5.2
72634	2022/01/03 17:13	0	5.3
72635	2022/01/03 17:28	0	5.4
72636	2022/01/03 17:43	0	5.3
72637	2022/01/03 17:58	0	5.9
72638	2022/01/03 18:13	0	7.3
72639	2022/01/03 18:28	0	8.1
72640	2022/01/03 18:43	0	7.3
72641	2022/01/03 18:58	0	6.8
72642	2022/01/03 19:13	0	7.2
72643	2022/01/03 19:28	0	7.7
72644	2022/01/03 19:43	0	7.9
72645	2022/01/03 19:58	0	8.1
72646	2022/01/03 20:13	0	8.2
72647	2022/01/03 20:28	0	8.2
72648	2022/01/03 20:43	0	7.7
72649	2022/01/03 20:58	0	7.6
72650	2022/01/03 21:13	0	7.7
72651	2022/01/03 21:28	0	7.8
72652	2022/01/03 21:43	0	7.5
72653	2022/01/03 21:58	0	6.8
72654	2022/01/03 22:13	0	6.4
72655	2022/01/03 22:28	0	6.0
72656	2022/01/03 22:43	0	5.5
72657	2022/01/03 22:58	0	5.2
72658	2022/01/03 23:13	0	5.2
72659	2022/01/03 23:28	0	5.4
72660	2022/01/03 23:43	0	5.7
72661	2022/01/03 23:58	0	5.3
72662	2022/01/04 00:13	0	5.3
72663	2022/01/04 00:28	0	5.3
72664	2022/01/04 00:43	0	5.1
72665	2022/01/04 00:58	0	5.0
72666	2022/01/04 01:13	0	4.9
72667	2022/01/04 01:28	0	4.8
72668	2022/01/04 01:43	0	4.8
72669	2022/01/04 01:58	0	4.9
72670	2022/01/04 02:13	0	4.8
72671	2022/01/04 02:28	0	4.4
72672	2022/01/04 02:43	0	4.4
72673	2022/01/04 02:58	0	4.7
72674	2022/01/04 03:13	0	4.7
72675	2022/01/04 03:28	0	4.6
72676	2022/01/04 03:43	0	4.6
72677	2022/01/04 03:58	0	4.6
72678	2022/01/04 04:13	0	4.6
72679	2022/01/04 04:28	0	4.5
72680	2022/01/04 04:43	0	4.5
72681	2022/01/04 04:58	0	4.4
72682	2022/01/04 05:13	0	4.4
72683	2022/01/04 05:28	0	4.5
72684	2022/01/04 05:43	0	4.6
72685	2022/01/04 05:58	0	4.7
72686	2022/01/04 06:13	0	4.9
72687	2022/01/04 06:28	0	5.1
72688	2022/01/04 06:43	0	5.2
72689	2022/01/04 06:58	0	5.3
72690	2022/01/04 07:13	0	5.2
72691	2022/01/04 07:28	0	4.9
72692	2022/01/04 07:43	0	5.1
72693	2022/01/04 07:58	0	6.1
72694	2022/01/04 08:13	0	6.7
72695	2022/01/04 08:28	0	5.9
72696	2022/01/04 08:43	0	4.8
72697	2022/01/04 08:58	0	4.6
72698	2022/01/04 09:13	0	4.7
72699	2022/01/04 09:28	0	4.8
72700	2022/01/04 09:43	0	4.8
72701	2022/01/04 09:58	0	4.8
72702	2022/01/04 10:13	0	4.8
72703	2022/01/04 10:28	0	4.8
72704	2022/01/04 10:43	0	4.8
72705	2022/01/04 10:58	0	4.9
72706	2022/01/04 11:13	0	4.9
72707	2022/01/04 11:28	0	4.8
72708	2022/01/04 11:43	0	4.7
72709	2022/01/04 11:58	0	4.7
72710	2022/01/04 12:13	0	5.6
72711	2022/01/04 12:28	0	7.5
72712	2022/01/04 12:43	0	9.1
72713	2022/01/04 12:58	0	9.6
72714	2022/01/04 13:13	0	9.9
72715	2022/01/04 13:28	0	9.2
72716	2022/01/04 13:43	0	7.6
72717	2022/01/04 13:58	0	6.4
72718	2022/01/04 14:13	0	5.7
72719	2022/01/04 14:28	0	5.2
72720	2022/01/04 14:43	0	5.0
72721	2022/01/04 14:58	0	5.3
72722	2022/01/04 15:13	0	5.3
72723	2022/01/04 15:28	0	5.1
72724	2022/01/04 15:43	0	5.1
72725	2022/01/04 15:58	0	5.4
72726	2022/01/04 16:13	0	5.7
72727	2022/01/04 16:28	0	5.4
72728	2022/01/04 16:43	0	5.2
